date,location,indicator,value,description
2020-04-26,Northern Ireland,hospital_prev,241,Total beds occupied
2020-04-26,South East,hospital_prev,1526,Total beds occupied
2020-04-26,South West,hospital_prev,586,Total beds occupied
2020-04-26,Wales,hospital_prev,829,Total beds occupied
2020-04-27,East of England,hospital_prev,1240,Total beds occupied
2020-04-27,London,hospital_prev,2449,Total beds occupied
2020-04-27,Midlands,hospital_prev,2063,Total beds occupied
2020-04-27,North East and Yorkshire,hospital_prev,1966,Total beds occupied
2020-04-27,North West,hospital_prev,2216,Total beds occupied
2020-04-27,Northern Ireland,hospital_prev,245,Total beds occupied
2020-04-27,South East,hospital_prev,1495,Total beds occupied
2020-04-27,South West,hospital_prev,586,Total beds occupied
2020-04-27,Wales,hospital_prev,871,Total beds occupied
2020-04-28,East of England,hospital_prev,1177,Total beds occupied
2020-04-28,London,hospital_prev,2477,Total beds occupied
2020-04-28,Midlands,hospital_prev,1953,Total beds occupied
2020-04-28,North East and Yorkshire,hospital_prev,1904,Total beds occupied
2020-04-28,North West,hospital_prev,2270,Total beds occupied
2020-04-28,Northern Ireland,hospital_prev,233,Total beds occupied
2020-04-28,South East,hospital_prev,1447,Total beds occupied
2020-04-28,South West,hospital_prev,540,Total beds occupied
2020-04-28,Wales,hospital_prev,817,Total beds occupied
2020-04-29,East of England,hospital_prev,1104,Total beds occupied
2020-04-29,London,hospital_prev,2373,Total beds occupied
2020-04-29,Midlands,hospital_prev,1936,Total beds occupied
2020-04-29,North East and Yorkshire,hospital_prev,1855,Total beds occupied
2020-04-29,North West,hospital_prev,2228,Total beds occupied
2020-04-29,Northern Ireland,hospital_prev,223,Total beds occupied
2020-04-29,South East,hospital_prev,1465,Total beds occupied
2020-04-29,South West,hospital_prev,515,Total beds occupied
2020-04-29,Wales,hospital_prev,806,Total beds occupied
2020-04-30,East of England,hospital_prev,1068,Total beds occupied
2020-04-30,London,hospital_prev,2283,Total beds occupied
2020-04-30,Midlands,hospital_prev,1888,Total beds occupied
2020-04-30,North East and Yorkshire,hospital_prev,1847,Total beds occupied
2020-04-30,North West,hospital_prev,2197,Total beds occupied
2020-04-30,Northern Ireland,hospital_prev,225,Total beds occupied
2020-04-30,South East,hospital_prev,1407,Total beds occupied
2020-04-30,South West,hospital_prev,491,Total beds occupied
2020-04-30,Wales,hospital_prev,797,Total beds occupied
2020-05-01,East of England,hospital_prev,1056,Total beds occupied
2020-05-01,London,hospital_prev,2156,Total beds occupied
2020-05-01,Midlands,hospital_prev,1852,Total beds occupied
2020-05-01,North East and Yorkshire,hospital_prev,1828,Total beds occupied
2020-05-01,North West,hospital_prev,2238,Total beds occupied
2020-05-01,Northern Ireland,hospital_prev,214,Total beds occupied
2020-05-01,South East,hospital_prev,1310,Total beds occupied
2020-05-01,South West,hospital_prev,481,Total beds occupied
2020-05-01,Wales,hospital_prev,665,Total beds occupied
2020-05-02,East of England,hospital_prev,1080,Total beds occupied
2020-05-02,London,hospital_prev,2117,Total beds occupied
2020-05-02,Midlands,hospital_prev,1817,Total beds occupied
2020-05-02,North East and Yorkshire,hospital_prev,1807,Total beds occupied
2020-05-02,North West,hospital_prev,2111,Total beds occupied
2020-05-02,Northern Ireland,hospital_prev,212,Total beds occupied
2020-05-02,South East,hospital_prev,1307,Total beds occupied
2020-05-02,South West,hospital_prev,514,Total beds occupied
2020-05-02,Wales,hospital_prev,666,Total beds occupied
2020-05-03,East of England,hospital_prev,995,Total beds occupied
2020-05-03,London,hospital_prev,2046,Total beds occupied
2020-05-03,Midlands,hospital_prev,1794,Total beds occupied
2020-05-03,North East and Yorkshire,hospital_prev,1802,Total beds occupied
2020-05-03,North West,hospital_prev,2141,Total beds occupied
2020-05-03,Northern Ireland,hospital_prev,208,Total beds occupied
2020-05-03,South East,hospital_prev,1335,Total beds occupied
2020-05-03,South West,hospital_prev,518,Total beds occupied
2020-05-03,Wales,hospital_prev,687,Total beds occupied
2020-05-04,East of England,hospital_prev,1016,Total beds occupied
2020-05-04,London,hospital_prev,2001,Total beds occupied
2020-05-04,Midlands,hospital_prev,1749,Total beds occupied
2020-05-04,North East and Yorkshire,hospital_prev,1745,Total beds occupied
2020-05-04,North West,hospital_prev,2094,Total beds occupied
2020-05-04,Northern Ireland,hospital_prev,198,Total beds occupied
2020-05-04,South East,hospital_prev,1291,Total beds occupied
2020-05-04,South West,hospital_prev,509,Total beds occupied
2020-05-04,Wales,hospital_prev,681,Total beds occupied
2020-05-05,East of England,hospital_prev,969,Total beds occupied
2020-05-05,London,hospital_prev,1904,Total beds occupied
2020-05-05,Midlands,hospital_prev,1729,Total beds occupied
2020-05-05,North East and Yorkshire,hospital_prev,1670,Total beds occupied
2020-05-05,North West,hospital_prev,2007,Total beds occupied
2020-05-05,Northern Ireland,hospital_prev,184,Total beds occupied
2020-05-05,South East,hospital_prev,1230,Total beds occupied
2020-05-05,South West,hospital_prev,464,Total beds occupied
2020-05-05,Wales,hospital_prev,636,Total beds occupied
2020-05-06,East of England,hospital_prev,928,Total beds occupied
2020-05-06,London,hospital_prev,1823,Total beds occupied
2020-05-06,Midlands,hospital_prev,1610,Total beds occupied
2020-05-06,North East and Yorkshire,hospital_prev,1596,Total beds occupied
2020-05-06,North West,hospital_prev,1888,Total beds occupied
2020-05-06,Northern Ireland,hospital_prev,185,Total beds occupied
2020-05-06,South East,hospital_prev,1170,Total beds occupied
2020-05-06,South West,hospital_prev,436,Total beds occupied
2020-05-06,Wales,hospital_prev,609,Total beds occupied
2020-05-07,East of England,hospital_prev,871,Total beds occupied
2020-05-07,London,hospital_prev,1718,Total beds occupied
2020-05-07,Midlands,hospital_prev,1567,Total beds occupied
2020-05-07,North East and Yorkshire,hospital_prev,1531,Total beds occupied
2020-05-07,North West,hospital_prev,1864,Total beds occupied
2020-05-07,Northern Ireland,hospital_prev,176,Total beds occupied
2020-05-07,South East,hospital_prev,1122,Total beds occupied
2020-05-07,South West,hospital_prev,394,Total beds occupied
2020-05-07,Wales,hospital_prev,602,Total beds occupied
2020-05-08,East of England,hospital_prev,903,Total beds occupied
2020-05-08,London,hospital_prev,1730,Total beds occupied
2020-05-08,Midlands,hospital_prev,1575,Total beds occupied
2020-05-08,North East and Yorkshire,hospital_prev,1497,Total beds occupied
2020-05-08,North West,hospital_prev,1856,Total beds occupied
2020-05-08,Northern Ireland,hospital_prev,163,Total beds occupied
2020-05-08,South East,hospital_prev,1062,Total beds occupied
2020-05-08,South West,hospital_prev,409,Total beds occupied
2020-05-08,Wales,hospital_prev,551,Total beds occupied
2020-05-09,East of England,hospital_prev,935,Total beds occupied
2020-05-09,London,hospital_prev,1656,Total beds occupied
2020-05-09,Midlands,hospital_prev,1535,Total beds occupied
2020-05-09,North East and Yorkshire,hospital_prev,1424,Total beds occupied
2020-05-09,North West,hospital_prev,1767,Total beds occupied
2020-05-09,Northern Ireland,hospital_prev,171,Total beds occupied
2020-05-09,South East,hospital_prev,1050,Total beds occupied
2020-05-09,South West,hospital_prev,407,Total beds occupied
2020-05-09,Wales,hospital_prev,604,Total beds occupied
2020-05-10,East of England,hospital_prev,926,Total beds occupied
2020-05-10,London,hospital_prev,1650,Total beds occupied
2020-05-10,Midlands,hospital_prev,1570,Total beds occupied
2020-05-10,North East and Yorkshire,hospital_prev,1508,Total beds occupied
2020-05-10,North West,hospital_prev,1840,Total beds occupied
2020-05-10,Northern Ireland,hospital_prev,179,Total beds occupied
2020-05-10,South East,hospital_prev,1061,Total beds occupied
2020-05-10,South West,hospital_prev,410,Total beds occupied
2020-05-10,Wales,hospital_prev,619,Total beds occupied
2020-05-11,East of England,hospital_prev,904,Total beds occupied
2020-05-11,London,hospital_prev,1616,Total beds occupied
2020-05-11,Midlands,hospital_prev,1532,Total beds occupied
2020-05-11,North East and Yorkshire,hospital_prev,1465,Total beds occupied
2020-05-11,North West,hospital_prev,1775,Total beds occupied
2020-05-11,Northern Ireland,hospital_prev,186,Total beds occupied
2020-05-11,South East,hospital_prev,1033,Total beds occupied
2020-05-11,South West,hospital_prev,378,Total beds occupied
2020-05-11,Wales,hospital_prev,628,Total beds occupied
2020-05-12,East of England,hospital_prev,882,Total beds occupied
2020-05-12,London,hospital_prev,1560,Total beds occupied
2020-05-12,Midlands,hospital_prev,1513,Total beds occupied
2020-05-12,North East and Yorkshire,hospital_prev,1437,Total beds occupied
2020-05-12,North West,hospital_prev,1752,Total beds occupied
2020-05-12,Northern Ireland,hospital_prev,183,Total beds occupied
2020-05-12,South East,hospital_prev,994,Total beds occupied
2020-05-12,South West,hospital_prev,372,Total beds occupied
2020-05-12,Wales,hospital_prev,582,Total beds occupied
2020-05-13,East of England,hospital_prev,854,Total beds occupied
2020-05-13,London,hospital_prev,1466,Total beds occupied
2020-05-13,Midlands,hospital_prev,1460,Total beds occupied
2020-05-13,North East and Yorkshire,hospital_prev,1360,Total beds occupied
2020-05-13,North West,hospital_prev,1705,Total beds occupied
2020-05-13,Northern Ireland,hospital_prev,185,Total beds occupied
2020-05-13,South East,hospital_prev,961,Total beds occupied
2020-05-13,South West,hospital_prev,361,Total beds occupied
2020-05-13,Wales,hospital_prev,531,Total beds occupied
2020-05-14,East of England,hospital_prev,839,Total beds occupied
2020-05-14,London,hospital_prev,1428,Total beds occupied
2020-05-14,Midlands,hospital_prev,1416,Total beds occupied
2020-05-14,North East and Yorkshire,hospital_prev,1366,Total beds occupied
2020-05-14,North West,hospital_prev,1677,Total beds occupied
2020-05-14,Northern Ireland,hospital_prev,173,Total beds occupied
2020-05-14,South East,hospital_prev,955,Total beds occupied
2020-05-14,South West,hospital_prev,357,Total beds occupied
2020-05-14,Wales,hospital_prev,529,Total beds occupied
2020-05-15,East of England,hospital_prev,804,Total beds occupied
2020-05-15,London,hospital_prev,1375,Total beds occupied
2020-05-15,Midlands,hospital_prev,1389,Total beds occupied
2020-05-15,North East and Yorkshire,hospital_prev,1257,Total beds occupied
2020-05-15,North West,hospital_prev,1618,Total beds occupied
2020-05-15,Northern Ireland,hospital_prev,161,Total beds occupied
2020-05-15,South East,hospital_prev,866,Total beds occupied
2020-05-15,South West,hospital_prev,342,Total beds occupied
2020-05-15,Wales,hospital_prev,483,Total beds occupied
2020-05-16,East of England,hospital_prev,825,Total beds occupied
2020-05-16,London,hospital_prev,1340,Total beds occupied
2020-05-16,Midlands,hospital_prev,1444,Total beds occupied
2020-05-16,North East and Yorkshire,hospital_prev,1240,Total beds occupied
2020-05-16,North West,hospital_prev,1626,Total beds occupied
2020-05-16,Northern Ireland,hospital_prev,159,Total beds occupied
2020-05-16,South East,hospital_prev,846,Total beds occupied
2020-05-16,South West,hospital_prev,355,Total beds occupied
2020-05-16,Wales,hospital_prev,516,Total beds occupied
2020-05-17,East of England,hospital_prev,810,Total beds occupied
2020-05-17,London,hospital_prev,1319,Total beds occupied
2020-05-17,Midlands,hospital_prev,1471,Total beds occupied
2020-05-17,North East and Yorkshire,hospital_prev,1243,Total beds occupied
2020-05-17,North West,hospital_prev,1630,Total beds occupied
2020-05-17,Northern Ireland,hospital_prev,163,Total beds occupied
2020-05-17,South East,hospital_prev,837,Total beds occupied
2020-05-17,South West,hospital_prev,365,Total beds occupied
2020-05-17,Wales,hospital_prev,510,Total beds occupied
2020-05-18,East of England,hospital_prev,783,Total beds occupied
2020-05-18,London,hospital_prev,1242,Total beds occupied
2020-05-18,Midlands,hospital_prev,1445,Total beds occupied
2020-05-18,North East and Yorkshire,hospital_prev,1215,Total beds occupied
2020-05-18,North West,hospital_prev,1677,Total beds occupied
2020-05-18,Northern Ireland,hospital_prev,165,Total beds occupied
2020-05-18,South East,hospital_prev,818,Total beds occupied
2020-05-18,South West,hospital_prev,351,Total beds occupied
2020-05-18,Wales,hospital_prev,491,Total beds occupied
2020-05-19,East of England,hospital_prev,791,Total beds occupied
2020-05-19,London,hospital_prev,1112,Total beds occupied
2020-05-19,Midlands,hospital_prev,1419,Total beds occupied
2020-05-19,North East and Yorkshire,hospital_prev,1143,Total beds occupied
2020-05-19,North West,hospital_prev,1617,Total beds occupied
2020-05-19,Northern Ireland,hospital_prev,155,Total beds occupied
2020-05-19,South East,hospital_prev,783,Total beds occupied
2020-05-19,South West,hospital_prev,348,Total beds occupied
2020-05-19,Wales,hospital_prev,472,Total beds occupied
2020-05-20,East of England,hospital_prev,766,Total beds occupied
2020-05-20,London,hospital_prev,1076,Total beds occupied
2020-05-20,Midlands,hospital_prev,1413,Total beds occupied
2020-05-20,North East and Yorkshire,hospital_prev,1067,Total beds occupied
2020-05-20,North West,hospital_prev,1558,Total beds occupied
2020-05-20,Northern Ireland,hospital_prev,142,Total beds occupied
2020-05-20,South East,hospital_prev,788,Total beds occupied
2020-05-20,South West,hospital_prev,351,Total beds occupied
2020-05-20,Wales,hospital_prev,449,Total beds occupied
2020-05-21,East of England,hospital_prev,743,Total beds occupied
2020-05-21,London,hospital_prev,1104,Total beds occupied
2020-05-21,Midlands,hospital_prev,1385,Total beds occupied
2020-05-21,North East and Yorkshire,hospital_prev,1033,Total beds occupied
2020-05-21,North West,hospital_prev,1535,Total beds occupied
2020-05-21,Northern Ireland,hospital_prev,134,Total beds occupied
2020-05-21,South East,hospital_prev,818,Total beds occupied
2020-05-21,South West,hospital_prev,329,Total beds occupied
2020-05-21,Wales,hospital_prev,445,Total beds occupied
2020-05-22,East of England,hospital_prev,732,Total beds occupied
2020-05-22,London,hospital_prev,1012,Total beds occupied
2020-05-22,Midlands,hospital_prev,1307,Total beds occupied
2020-05-22,North East and Yorkshire,hospital_prev,979,Total beds occupied
2020-05-22,North West,hospital_prev,1510,Total beds occupied
2020-05-22,Northern Ireland,hospital_prev,129,Total beds occupied
2020-05-22,South East,hospital_prev,755,Total beds occupied
2020-05-22,South West,hospital_prev,323,Total beds occupied
2020-05-22,Wales,hospital_prev,586,Total beds occupied
2020-05-23,East of England,hospital_prev,707,Total beds occupied
2020-05-23,London,hospital_prev,1026,Total beds occupied
2020-05-23,Midlands,hospital_prev,1328,Total beds occupied
2020-05-23,North East and Yorkshire,hospital_prev,982,Total beds occupied
2020-05-23,North West,hospital_prev,1482,Total beds occupied
2020-05-23,Northern Ireland,hospital_prev,128,Total beds occupied
2020-05-23,South East,hospital_prev,777,Total beds occupied
2020-05-23,South West,hospital_prev,315,Total beds occupied
2020-05-23,Wales,hospital_prev,584,Total beds occupied
2020-05-24,East of England,hospital_prev,708,Total beds occupied
2020-05-24,London,hospital_prev,1036,Total beds occupied
2020-05-24,Midlands,hospital_prev,1376,Total beds occupied
2020-05-24,North East and Yorkshire,hospital_prev,1014,Total beds occupied
2020-05-24,North West,hospital_prev,1485,Total beds occupied
2020-05-24,Northern Ireland,hospital_prev,127,Total beds occupied
2020-05-24,South East,hospital_prev,724,Total beds occupied
2020-05-24,South West,hospital_prev,308,Total beds occupied
2020-05-24,Wales,hospital_prev,596,Total beds occupied
2020-05-25,East of England,hospital_prev,666,Total beds occupied
2020-05-25,London,hospital_prev,1007,Total beds occupied
2020-05-25,Midlands,hospital_prev,1311,Total beds occupied
2020-05-25,North East and Yorkshire,hospital_prev,1013,Total beds occupied
2020-05-25,North West,hospital_prev,1482,Total beds occupied
2020-05-25,Northern Ireland,hospital_prev,123,Total beds occupied
2020-05-25,South East,hospital_prev,746,Total beds occupied
2020-05-25,South West,hospital_prev,292,Total beds occupied
2020-05-25,Wales,hospital_prev,580,Total beds occupied
2020-05-26,East of England,hospital_prev,656,Total beds occupied
2020-05-26,London,hospital_prev,961,Total beds occupied
2020-05-26,Midlands,hospital_prev,1269,Total beds occupied
2020-05-26,North East and Yorkshire,hospital_prev,965,Total beds occupied
2020-05-26,North West,hospital_prev,1402,Total beds occupied
2020-05-26,Northern Ireland,hospital_prev,120,Total beds occupied
2020-05-26,South East,hospital_prev,719,Total beds occupied
2020-05-26,South West,hospital_prev,263,Total beds occupied
2020-05-26,Wales,hospital_prev,701,Total beds occupied
2020-05-27,East of England,hospital_prev,621,Total beds occupied
2020-05-27,London,hospital_prev,907,Total beds occupied
2020-05-27,Midlands,hospital_prev,1231,Total beds occupied
2020-05-27,North East and Yorkshire,hospital_prev,939,Total beds occupied
2020-05-27,North West,hospital_prev,1348,Total beds occupied
2020-05-27,Northern Ireland,hospital_prev,106,Total beds occupied
2020-05-27,South East,hospital_prev,664,Total beds occupied
2020-05-27,South West,hospital_prev,258,Total beds occupied
2020-05-27,Wales,hospital_prev,699,Total beds occupied
2020-05-28,East of England,hospital_prev,522,Total beds occupied
2020-05-28,London,hospital_prev,884,Total beds occupied
2020-05-28,Midlands,hospital_prev,1178,Total beds occupied
2020-05-28,North East and Yorkshire,hospital_prev,903,Total beds occupied
2020-05-28,North West,hospital_prev,1322,Total beds occupied
2020-05-28,Northern Ireland,hospital_prev,100,Total beds occupied
2020-05-28,South East,hospital_prev,652,Total beds occupied
2020-05-28,South West,hospital_prev,244,Total beds occupied
2020-05-28,Wales,hospital_prev,710,Total beds occupied
2020-05-29,East of England,hospital_prev,550,Total beds occupied
2020-05-29,London,hospital_prev,823,Total beds occupied
2020-05-29,Midlands,hospital_prev,1122,Total beds occupied
2020-05-29,North East and Yorkshire,hospital_prev,856,Total beds occupied
2020-05-29,North West,hospital_prev,1276,Total beds occupied
2020-05-29,Northern Ireland,hospital_prev,95,Total beds occupied
2020-05-29,South East,hospital_prev,598,Total beds occupied
2020-05-29,South West,hospital_prev,230,Total beds occupied
2020-05-29,Wales,hospital_prev,698,Total beds occupied
2020-05-30,East of England,hospital_prev,534,Total beds occupied
2020-05-30,London,hospital_prev,789,Total beds occupied
2020-05-30,Midlands,hospital_prev,1115,Total beds occupied
2020-05-30,North East and Yorkshire,hospital_prev,870,Total beds occupied
2020-05-30,North West,hospital_prev,1281,Total beds occupied
2020-05-30,Northern Ireland,hospital_prev,93,Total beds occupied
2020-05-30,South East,hospital_prev,598,Total beds occupied
2020-05-30,South West,hospital_prev,225,Total beds occupied
2020-05-30,Wales,hospital_prev,700,Total beds occupied
2020-05-31,East of England,hospital_prev,546,Total beds occupied
2020-05-31,London,hospital_prev,777,Total beds occupied
2020-05-31,Midlands,hospital_prev,1150,Total beds occupied
2020-05-31,North East and Yorkshire,hospital_prev,867,Total beds occupied
2020-05-31,North West,hospital_prev,1282,Total beds occupied
2020-05-31,Northern Ireland,hospital_prev,96,Total beds occupied
2020-05-31,South East,hospital_prev,620,Total beds occupied
2020-05-31,South West,hospital_prev,226,Total beds occupied
2020-05-31,Wales,hospital_prev,716,Total beds occupied
2020-06-01,East of England,hospital_prev,502,Total beds occupied
2020-06-01,London,hospital_prev,749,Total beds occupied
2020-06-01,Midlands,hospital_prev,1106,Total beds occupied
2020-06-01,North East and Yorkshire,hospital_prev,856,Total beds occupied
2020-06-01,North West,hospital_prev,1272,Total beds occupied
2020-06-01,Northern Ireland,hospital_prev,86,Total beds occupied
2020-06-01,South East,hospital_prev,606,Total beds occupied
2020-06-01,South West,hospital_prev,226,Total beds occupied
2020-06-01,Wales,hospital_prev,712,Total beds occupied
2020-06-02,East of England,hospital_prev,483,Total beds occupied
2020-06-02,London,hospital_prev,733,Total beds occupied
2020-06-02,Midlands,hospital_prev,1055,Total beds occupied
2020-06-02,North East and Yorkshire,hospital_prev,819,Total beds occupied
2020-06-02,North West,hospital_prev,1247,Total beds occupied
2020-06-02,Northern Ireland,hospital_prev,83,Total beds occupied
2020-06-02,South East,hospital_prev,595,Total beds occupied
2020-06-02,South West,hospital_prev,228,Total beds occupied
2020-06-02,Wales,hospital_prev,711,Total beds occupied
2020-06-03,East of England,hospital_prev,444,Total beds occupied
2020-06-03,London,hospital_prev,705,Total beds occupied
2020-06-03,Midlands,hospital_prev,1037,Total beds occupied
2020-06-03,North East and Yorkshire,hospital_prev,767,Total beds occupied
2020-06-03,North West,hospital_prev,1185,Total beds occupied
2020-06-03,Northern Ireland,hospital_prev,78,Total beds occupied
2020-06-03,South East,hospital_prev,580,Total beds occupied
2020-06-03,South West,hospital_prev,217,Total beds occupied
2020-06-03,Wales,hospital_prev,682,Total beds occupied
2020-06-04,East of England,hospital_prev,426,Total beds occupied
2020-06-04,London,hospital_prev,699,Total beds occupied
2020-06-04,Midlands,hospital_prev,988,Total beds occupied
2020-06-04,North East and Yorkshire,hospital_prev,739,Total beds occupied
2020-06-04,North West,hospital_prev,1170,Total beds occupied
2020-06-04,Northern Ireland,hospital_prev,72,Total beds occupied
2020-06-04,South East,hospital_prev,558,Total beds occupied
2020-06-04,South West,hospital_prev,211,Total beds occupied
2020-06-04,Wales,hospital_prev,685,Total beds occupied
2020-06-05,East of England,hospital_prev,453,Total beds occupied
2020-06-05,London,hospital_prev,625,Total beds occupied
2020-06-05,Midlands,hospital_prev,956,Total beds occupied
2020-06-05,North East and Yorkshire,hospital_prev,701,Total beds occupied
2020-06-05,North West,hospital_prev,1095,Total beds occupied
2020-06-05,Northern Ireland,hospital_prev,71,Total beds occupied
2020-06-05,South East,hospital_prev,551,Total beds occupied
2020-06-05,South West,hospital_prev,209,Total beds occupied
2020-06-05,Wales,hospital_prev,673,Total beds occupied
2020-06-06,East of England,hospital_prev,403,Total beds occupied
2020-06-06,London,hospital_prev,619,Total beds occupied
2020-06-06,Midlands,hospital_prev,933,Total beds occupied
2020-06-06,North East and Yorkshire,hospital_prev,698,Total beds occupied
2020-06-06,North West,hospital_prev,1052,Total beds occupied
2020-06-06,Northern Ireland,hospital_prev,69,Total beds occupied
2020-06-06,South East,hospital_prev,516,Total beds occupied
2020-06-06,South West,hospital_prev,184,Total beds occupied
2020-06-06,Wales,hospital_prev,695,Total beds occupied
2020-06-07,East of England,hospital_prev,408,Total beds occupied
2020-06-07,London,hospital_prev,619,Total beds occupied
2020-06-07,Midlands,hospital_prev,936,Total beds occupied
2020-06-07,North East and Yorkshire,hospital_prev,708,Total beds occupied
2020-06-07,North West,hospital_prev,1052,Total beds occupied
2020-06-07,Northern Ireland,hospital_prev,66,Total beds occupied
2020-06-07,South East,hospital_prev,511,Total beds occupied
2020-06-07,South West,hospital_prev,169,Total beds occupied
2020-06-07,Wales,hospital_prev,661,Total beds occupied
2020-06-08,East of England,hospital_prev,370,Total beds occupied
2020-06-08,London,hospital_prev,617,Total beds occupied
2020-06-08,Midlands,hospital_prev,925,Total beds occupied
2020-06-08,North East and Yorkshire,hospital_prev,686,Total beds occupied
2020-06-08,North West,hospital_prev,1016,Total beds occupied
2020-06-08,Northern Ireland,hospital_prev,65,Total beds occupied
2020-06-08,South East,hospital_prev,481,Total beds occupied
2020-06-08,South West,hospital_prev,160,Total beds occupied
2020-06-08,Wales,hospital_prev,602,Total beds occupied
2020-06-09,East of England,hospital_prev,353,Total beds occupied
2020-06-09,London,hospital_prev,591,Total beds occupied
2020-06-09,Midlands,hospital_prev,901,Total beds occupied
2020-06-09,North East and Yorkshire,hospital_prev,647,Total beds occupied
2020-06-09,North West,hospital_prev,918,Total beds occupied
2020-06-09,Northern Ireland,hospital_prev,59,Total beds occupied
2020-06-09,South East,hospital_prev,474,Total beds occupied
2020-06-09,South West,hospital_prev,149,Total beds occupied
2020-06-09,Wales,hospital_prev,594,Total beds occupied
2020-06-10,East of England,hospital_prev,340,Total beds occupied
2020-06-10,London,hospital_prev,539,Total beds occupied
2020-06-10,Midlands,hospital_prev,850,Total beds occupied
2020-06-10,North East and Yorkshire,hospital_prev,584,Total beds occupied
2020-06-10,North West,hospital_prev,910,Total beds occupied
2020-06-10,Northern Ireland,hospital_prev,57,Total beds occupied
2020-06-10,South East,hospital_prev,458,Total beds occupied
2020-06-10,South West,hospital_prev,122,Total beds occupied
2020-06-10,Wales,hospital_prev,577,Total beds occupied
2020-06-11,East of England,hospital_prev,330,Total beds occupied
2020-06-11,London,hospital_prev,499,Total beds occupied
2020-06-11,Midlands,hospital_prev,864,Total beds occupied
2020-06-11,North East and Yorkshire,hospital_prev,627,Total beds occupied
2020-06-11,North West,hospital_prev,896,Total beds occupied
2020-06-11,Northern Ireland,hospital_prev,57,Total beds occupied
2020-06-11,South East,hospital_prev,435,Total beds occupied
2020-06-11,South West,hospital_prev,122,Total beds occupied
2020-06-11,Wales,hospital_prev,580,Total beds occupied
2020-06-12,East of England,hospital_prev,326,Total beds occupied
2020-06-12,London,hospital_prev,473,Total beds occupied
2020-06-12,Midlands,hospital_prev,844,Total beds occupied
2020-06-12,North East and Yorkshire,hospital_prev,587,Total beds occupied
2020-06-12,North West,hospital_prev,893,Total beds occupied
2020-06-12,Northern Ireland,hospital_prev,53,Total beds occupied
2020-06-12,South East,hospital_prev,407,Total beds occupied
2020-06-12,South West,hospital_prev,111,Total beds occupied
2020-06-12,Wales,hospital_prev,569,Total beds occupied
2020-06-13,East of England,hospital_prev,316,Total beds occupied
2020-06-13,London,hospital_prev,465,Total beds occupied
2020-06-13,Midlands,hospital_prev,860,Total beds occupied
2020-06-13,North East and Yorkshire,hospital_prev,575,Total beds occupied
2020-06-13,North West,hospital_prev,902,Total beds occupied
2020-06-13,Northern Ireland,hospital_prev,52,Total beds occupied
2020-06-13,South East,hospital_prev,418,Total beds occupied
2020-06-13,South West,hospital_prev,109,Total beds occupied
2020-06-13,Wales,hospital_prev,535,Total beds occupied
2020-06-14,East of England,hospital_prev,291,Total beds occupied
2020-06-14,London,hospital_prev,448,Total beds occupied
2020-06-14,Midlands,hospital_prev,857,Total beds occupied
2020-06-14,North East and Yorkshire,hospital_prev,578,Total beds occupied
2020-06-14,North West,hospital_prev,916,Total beds occupied
2020-06-14,Northern Ireland,hospital_prev,52,Total beds occupied
2020-06-14,South East,hospital_prev,405,Total beds occupied
2020-06-14,South West,hospital_prev,110,Total beds occupied
2020-06-14,Wales,hospital_prev,537,Total beds occupied
2020-06-15,East of England,hospital_prev,335,Total beds occupied
2020-06-15,London,hospital_prev,481,Total beds occupied
2020-06-15,Midlands,hospital_prev,856,Total beds occupied
2020-06-15,North East and Yorkshire,hospital_prev,568,Total beds occupied
2020-06-15,North West,hospital_prev,869,Total beds occupied
2020-06-15,Northern Ireland,hospital_prev,50,Total beds occupied
2020-06-15,South East,hospital_prev,409,Total beds occupied
2020-06-15,South West,hospital_prev,105,Total beds occupied
2020-06-15,Wales,hospital_prev,567,Total beds occupied
2020-06-16,East of England,hospital_prev,361,Total beds occupied
2020-06-16,London,hospital_prev,449,Total beds occupied
2020-06-16,Midlands,hospital_prev,821,Total beds occupied
2020-06-16,North East and Yorkshire,hospital_prev,523,Total beds occupied
2020-06-16,North West,hospital_prev,864,Total beds occupied
2020-06-16,Northern Ireland,hospital_prev,46,Total beds occupied
2020-06-16,South East,hospital_prev,401,Total beds occupied
2020-06-16,South West,hospital_prev,94,Total beds occupied
2020-06-16,Wales,hospital_prev,565,Total beds occupied
2020-06-17,East of England,hospital_prev,338,Total beds occupied
2020-06-17,London,hospital_prev,442,Total beds occupied
2020-06-17,Midlands,hospital_prev,805,Total beds occupied
2020-06-17,North East and Yorkshire,hospital_prev,517,Total beds occupied
2020-06-17,North West,hospital_prev,829,Total beds occupied
2020-06-17,Northern Ireland,hospital_prev,43,Total beds occupied
2020-06-17,South East,hospital_prev,368,Total beds occupied
2020-06-17,South West,hospital_prev,88,Total beds occupied
2020-06-17,Wales,hospital_prev,543,Total beds occupied
2020-06-18,East of England,hospital_prev,370,Total beds occupied
2020-06-18,London,hospital_prev,414,Total beds occupied
2020-06-18,Midlands,hospital_prev,741,Total beds occupied
2020-06-18,North East and Yorkshire,hospital_prev,495,Total beds occupied
2020-06-18,North West,hospital_prev,816,Total beds occupied
2020-06-18,Northern Ireland,hospital_prev,42,Total beds occupied
2020-06-18,South East,hospital_prev,370,Total beds occupied
2020-06-18,South West,hospital_prev,84,Total beds occupied
2020-06-18,Wales,hospital_prev,516,Total beds occupied
2020-06-19,East of England,hospital_prev,333,Total beds occupied
